level,list_-3.0,list_-2.5,list_-2.0,list_-1.5,list_-1.0,list_-0.5,list_0.0,list_0.5,list_1.0,list_1.5,list_2.0,list_2.5,list_3.0
0,0,0,0,0,0,0,0,2,5,10,14,19,24
10,-0.8,-0.8,-0.7,-0.6,-0.4,-0.2,0,2.1,5.1,10,14,19,24
20,-1.6,-1.6,-1.4,-1.2,-0.8,-0.4,0,2.2,5.2,10,14,19,24
30,-2.4,-2.4,-2.1,-1.8,-1.2,-0.6,0,2.3,5.3,10,14,19,24
40,-3.2,-3.2,-2.8,-2.4,-1.6,-0.8,0,2.4,5.4,10,14,19,24
50,-4,-4,-3.5,-3,-2,-1,0,2.5,5.5,10,14,19,24
60,-4.8,-4.8,-4.2,-3.6,-2.4,-1.2,0,2.6,5.6,10,14,19,24
70,-5.6,-5.6,-4.9,-4.2,-2.8,-1.4,0,2.7,5.7,10,14,19,24
80,-6.4,-6.4,-5.6,-4.8,-3.2,-1.6,0,2.8,5.8,10,14,19,24
90,-7.2,-7.2,-6.3,-5.4,-3.6,-1.8,0,2.9,5.9,10,14,19,24
100,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
110,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
120,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
130,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
140,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
150,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
160,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
170,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
180,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
190,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
200,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
210,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
220,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
230,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
240,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
250,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
260,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
270,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
280,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
290,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
300,-8,-8,-7,-6,-4,-2,0,3,6,10,14,19,24
310,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.9,23.9
320,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.8,23.8
330,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.7,23.7
340,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.6,23.6
350,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.5,23.5
360,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.4,23.4
370,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.3,23.3
380,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.2,23.2
390,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18.1,23.1
400,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18,23
410,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18,23
420,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18,23
430,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18,23
440,-8,-8,-7,-6,-4,-2,0,3,6,10,14,18,23
