level,trim_-5.0,trim_-4.0,trim_-3.0,trim_-2.5,trim_-2.0,trim_-1.5,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_1.5,trim_2.0
11910,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
11920,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
11930,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
11940,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
11950,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
11960,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
11970,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
11980,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
11990,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
12000,-125,-99,-72,-60,-47,-35,-23,-11,0,10,20,28,33
